card_id,mechanic
CORE_DRG_079,ELUSIVE
CORE_DRG_079,RUSH
CORE_DRG_090,BATTLECRY
CORE_DRG_095,BATTLECRY
CORE_DRG_107,DEATHRATTLE
CORE_DRG_226,BATTLECRY
CORE_DRG_229,BATTLECRY
CORE_DRG_229,DISCOVER
CORE_DRG_229,LIFESTEAL
CORE_DRG_256,TRIGGER_VISUAL
CORE_DRG_403,BATTLECRY
CORE_DS1_184,DISCOVER
CORE_EDR_001,BATTLECRY
CORE_EDR_003,AURA
CORE_EDR_003,BATTLECRY
CORE_EDR_004,BATTLECRY
CORE_EDR_004,DISCOVER
CORE_ETC_523,TAUNT
CORE_EX1_002,BATTLECRY
CORE_EX1_002,TRADEABLE
CORE_EX1_004,TRIGGER_VISUAL
CORE_EX1_005,BATTLECRY
CORE_EX1_005,TRADEABLE
CORE_EX1_007,TRIGGER_VISUAL
CORE_EX1_008,DIVINE_SHIELD
CORE_EX1_010,STEALTH
CORE_EX1_011,BATTLECRY
CORE_EX1_012,DEATHRATTLE
CORE_EX1_012,SPELLPOWER
CORE_EX1_014,BATTLECRY
CORE_EX1_016,DEATHRATTLE
CORE_EX1_017,STEALTH
CORE_EX1_028,STEALTH
CORE_EX1_043,BATTLECRY
CORE_EX1_046,BATTLECRY
CORE_EX1_049,BATTLECRY
CORE_EX1_050,BATTLECRY
CORE_EX1_058,BATTLECRY
CORE_EX1_059,BATTLECRY
CORE_EX1_066,BATTLECRY
CORE_EX1_082,BATTLECRY
CORE_EX1_084,TRIGGER_VISUAL
CORE_EX1_085,BATTLECRY
CORE_EX1_093,BATTLECRY
CORE_EX1_095,TRIGGER_VISUAL
CORE_EX1_096,DEATHRATTLE
CORE_EX1_100,TRIGGER_VISUAL
CORE_EX1_103,BATTLECRY
CORE_EX1_110,DEATHRATTLE
CORE_EX1_110,TAUNT
CORE_EX1_116,BATTLECRY
CORE_EX1_116,CHARGE
CORE_EX1_124,COMBO
CORE_EX1_130,SECRET
CORE_EX1_131,COMBO
CORE_EX1_134,COMBO
CORE_EX1_154,CHOOSE_ONE
CORE_EX1_160,CHOOSE_ONE
CORE_EX1_162,ADJACENT_BUFF
CORE_EX1_162,AURA
CORE_EX1_164,CHOOSE_ONE
CORE_EX1_165,CHOOSE_ONE
CORE_EX1_178,CHOOSE_ONE
CORE_EX1_186,BATTLECRY
CORE_EX1_187,TRIGGER_VISUAL
CORE_EX1_188,BATTLECRY
CORE_EX1_189,BATTLECRY
CORE_EX1_190,BATTLECRY
CORE_EX1_193,BATTLECRY
CORE_EX1_195,BATTLECRY
CORE_EX1_198,BATTLECRY
CORE_EX1_238,OVERLOAD
CORE_EX1_248,OVERLOAD
CORE_EX1_249,TRIGGER_VISUAL
CORE_EX1_250,OVERLOAD
CORE_EX1_250,TAUNT
CORE_EX1_258,TRIGGER_VISUAL
CORE_EX1_259,OVERLOAD
CORE_EX1_275,FREEZE
CORE_EX1_284,BATTLECRY
CORE_EX1_284,SPELLPOWER
CORE_EX1_287,SECRET
CORE_EX1_289,SECRET
CORE_EX1_294,SECRET
CORE_EX1_298,CANT_ATTACK
CORE_EX1_298,TRIGGER_VISUAL
CORE_EX1_304,BATTLECRY
CORE_EX1_310,BATTLECRY
CORE_EX1_310,CHARGE
CORE_EX1_319,BATTLECRY
CORE_EX1_362,BATTLECRY
CORE_EX1_382,BATTLECRY
CORE_EX1_383,DEATHRATTLE
CORE_EX1_383,DIVINE_SHIELD
CORE_EX1_383,TAUNT
CORE_EX1_399,TRIGGER_VISUAL
CORE_EX1_402,TRIGGER_VISUAL
CORE_EX1_410,AFFECTED_BY_SPELL_POWER
CORE_EX1_414,CHARGE
CORE_EX1_414,ENRAGED
CORE_EX1_506,BATTLECRY
CORE_EX1_507,AURA
CORE_EX1_509,TRIGGER_VISUAL
CORE_EX1_522,POISONOUS
CORE_EX1_522,STEALTH
CORE_EX1_531,TRIGGER_VISUAL
CORE_EX1_534,DEATHRATTLE
CORE_EX1_543,CHARGE
CORE_EX1_554,SECRET
CORE_EX1_559,TRIGGER_VISUAL
CORE_EX1_564,BATTLECRY
CORE_EX1_565,ADJACENT_BUFF
CORE_EX1_565,AURA
CORE_EX1_567,OVERLOAD
CORE_EX1_567,WINDFURY
CORE_EX1_573,CHOOSE_ONE
CORE_EX1_575,TRIGGER_VISUAL
CORE_EX1_603,BATTLECRY
CORE_EX1_604,TRIGGER_VISUAL
CORE_EX1_610,SECRET
CORE_EX1_611,SECRET
CORE_EX1_623,BATTLECRY
CORE_FIX_SW_084,TRIGGER_VISUAL
CORE_FP1_007,DEATHRATTLE
CORE_FP1_011,DEATHRATTLE
CORE_FP1_020,SECRET
CORE_FP1_022,DEATHRATTLE
CORE_FP1_030,BATTLECRY
CORE_FP1_031,AURA
CORE_GIFT_01,BATTLECRY
CORE_GIFT_02,DISCOVER
CORE_GIFT_03,DISCOVER
CORE_GIFT_04,DISCOVER
CORE_GIFT_05,DISCOVER
CORE_GIFT_06,DISCOVER
CORE_GIFT_07,DISCOVER
CORE_GIFT_08,DISCOVER
CORE_GIFT_09,DISCOVER
CORE_GIFT_10,DISCOVER
CORE_GIFT_11,DISCOVER
CORE_GIFT_12,DISCOVER
CORE_GIL_124,BATTLECRY
CORE_GIL_534,TRIGGER_VISUAL
CORE_GIL_547,RUSH
CORE_GIL_547,TRIGGER_VISUAL
CORE_GIL_577,SECRET
CORE_GIL_580,BATTLECRY
CORE_GIL_598,BATTLECRY
CORE_GIL_600,AFFECTED_BY_SPELL_POWER
CORE_GIL_600,OVERLOAD
CORE_GIL_622,BATTLECRY
CORE_GIL_650,AURA
CORE_GIL_653,DEATHRATTLE
CORE_GIL_667,DEATHRATTLE
CORE_GIL_667,TAUNT
CORE_GIL_672,LIFESTEAL
CORE_GIL_692,COLLECTIONMANAGER_FILTER_MANA_EVEN
CORE_GIL_692,START_OF_GAME_KEYWORD
CORE_GIL_826,COLLECTIONMANAGER_FILTER_MANA_ODD
CORE_GIL_826,START_OF_GAME_KEYWORD
CORE_GIL_836,DISCOVER
CORE_GVG_008,AFFECTED_BY_SPELL_POWER
CORE_GVG_021,AURA
CORE_GVG_053,BATTLECRY
CORE_GVG_076,DEATHRATTLE
CORE_GVG_085,DIVINE_SHIELD
CORE_GVG_085,TAUNT
CORE_GVG_109,SPELLPOWER
CORE_GVG_109,STEALTH
CORE_GVG_110,BATTLECRY
CORE_GVG_114,DEATHRATTLE
CORE_ICC_018,BATTLECRY
CORE_ICC_019,DEATHRATTLE
CORE_ICC_021,DEATHRATTLE
CORE_ICC_025,BATTLECRY
CORE_ICC_025,DEATHRATTLE
CORE_ICC_026,BATTLECRY
CORE_ICC_027,DEATHRATTLE
CORE_ICC_028,BATTLECRY
CORE_ICC_029,TRIGGER_VISUAL
CORE_ICC_031,TRIGGER_VISUAL
CORE_ICC_032,POISONOUS
CORE_ICC_034,DEATHRATTLE
CORE_ICC_038,DIVINE_SHIELD
CORE_ICC_038,TAUNT
CORE_ICC_047,CHOOSE_ONE
CORE_ICC_051,CHOOSE_ONE
CORE_ICC_055,LIFESTEAL
CORE_ICC_058,BATTLECRY
CORE_ICC_062,DEATHRATTLE
CORE_ICC_064,BATTLECRY
CORE_ICC_064,DEATHRATTLE
CORE_ICC_065,DEATHRATTLE
CORE_ICC_067,DEATHRATTLE
CORE_ICC_069,BATTLECRY
CORE_ICC_071,TRIGGER_VISUAL
CORE_ICC_075,TRIGGER_VISUAL
CORE_ICC_078,FREEZE
CORE_ICC_081,OVERLOAD
CORE_ICC_081,TAUNT
CORE_ICC_082,SECRET
CORE_ICC_083,AURA
CORE_ICC_088,FREEZE
CORE_ICC_088,TAUNT
CORE_ICC_092,BATTLECRY
CORE_ICC_093,BATTLECRY
CORE_ICC_094,BATTLECRY
CORE_ICC_096,BATTLECRY
CORE_ICC_097,TRIGGER_VISUAL
CORE_ICC_098,BATTLECRY
CORE_ICC_099,DEATHRATTLE
CORE_ICC_200,SECRET
CORE_ICC_204,TRIGGER_VISUAL
CORE_ICC_210,TRIGGER_VISUAL
CORE_ICC_212,LIFESTEAL
CORE_ICC_213,DISCOVER
CORE_ICC_214,DEATHRATTLE
CORE_ICC_214,LIFESTEAL
CORE_ICC_214,TAUNT
CORE_ICC_215,BATTLECRY
CORE_ICC_218,TRIGGER_VISUAL
CORE_ICC_220,LIFESTEAL
CORE_ICC_233,ImmuneToSpellpower
CORE_ICC_236,TRIGGER_VISUAL
CORE_ICC_238,TRIGGER_VISUAL
CORE_ICC_240,AURA
CORE_ICC_243,AURA
CORE_ICC_245,TRIGGER_VISUAL
CORE_ICC_252,BATTLECRY
CORE_ICC_257,BATTLECRY
CORE_ICC_257,DEATH_KNIGHT
CORE_ICC_289,TRIGGER_VISUAL
CORE_ICC_314,TAUNT
CORE_ICC_314,TRIGGER_VISUAL
CORE_ICC_405,TRIGGER_VISUAL
CORE_ICC_407,BATTLECRY
CORE_ICC_408,TRIGGER_VISUAL
CORE_ICC_415,BATTLECRY
CORE_ICC_415,DISCOVER
CORE_ICC_419,ELUSIVE
CORE_ICC_450,BATTLECRY
CORE_ICC_466,BATTLECRY
CORE_ICC_466,TAUNT
CORE_ICC_467,BATTLECRY
CORE_ICC_468,TRIGGER_VISUAL
CORE_ICC_481,BATTLECRY
CORE_ICC_701,BATTLECRY
CORE_ICC_702,DEATHRATTLE
CORE_ICC_705,BATTLECRY
CORE_ICC_706,AURA
CORE_ICC_801,BATTLECRY
CORE_ICC_802,LIFESTEAL
CORE_ICC_807,BATTLECRY
CORE_ICC_808,TAUNT
CORE_ICC_808,TRIGGER_VISUAL
CORE_ICC_809,COMBO
CORE_ICC_810,BATTLECRY
CORE_ICC_811,BATTLECRY
CORE_ICC_812,DEATHRATTLE
CORE_ICC_820,CHARGE
CORE_ICC_820,LIFESTEAL
CORE_ICC_825,DEATHRATTLE
CORE_ICC_827,BATTLECRY
CORE_ICC_828,BATTLECRY
CORE_ICC_829,BATTLECRY
CORE_ICC_830,BATTLECRY
CORE_ICC_831,BATTLECRY
CORE_ICC_832,CHOOSE_ONE
CORE_ICC_833,BATTLECRY
CORE_ICC_834,BATTLECRY
CORE_ICC_835,DEATHRATTLE
CORE_ICC_838,BATTLECRY
CORE_ICC_841,LIFESTEAL
CORE_ICC_850,BATTLECRY
CORE_ICC_851,BATTLECRY
CORE_ICC_852,BATTLECRY
CORE_ICC_853,BATTLECRY
CORE_ICC_854,DEATHRATTLE
CORE_ICC_855,BATTLECRY
CORE_ICC_856,SPELLPOWER
CORE_ICC_858,DIVINE_SHIELD
CORE_ICC_858,TRIGGER_VISUAL
CORE_ICC_900,TRIGGER_VISUAL
CORE_ICC_903,BATTLECRY
CORE_ICC_904,BATTLECRY
CORE_ICC_905,LIFESTEAL
CORE_ICC_910,COMBO
CORE_ICC_911,TRIGGER_VISUAL
CORE_ICC_912,BATTLECRY
CORE_ICC_913,DIVINE_SHIELD
CORE_ICC_913,SPELLPOWER
CORE_KAR_004,SECRET
CORE_KAR_009,BATTLECRY
CORE_KAR_036,TRIGGER_VISUAL
CORE_KAR_061,BATTLECRY
CORE_KAR_061,TAUNT
CORE_KAR_062,BATTLECRY
CORE_KAR_062,DISCOVER
CORE_KAR_065,BATTLECRY
CORE_KAR_069,BATTLECRY
CORE_LOE_003,BATTLECRY
CORE_LOE_003,DISCOVER
CORE_LOE_011,BATTLECRY
CORE_LOE_012,DEATHRATTLE
CORE_LOE_039,BATTLECRY
CORE_LOE_039,DISCOVER
CORE_LOE_050,DEATHRATTLE
CORE_LOE_076,BATTLECRY
CORE_LOE_076,DISCOVER
CORE_LOE_077,AURA
CORE_LOE_079,BATTLECRY
Core_LOE_115,CHOOSE_ONE
Core_LOE_115,DISCOVER
CORE_LOOT_013,BATTLECRY
CORE_LOOT_013,TAUNT
CORE_LOOT_026,BATTLECRY
CORE_LOOT_043,LIFESTEAL
CORE_LOOT_079,SECRET
CORE_LOOT_101,SECRET
CORE_LOOT_101,ImmuneToSpellpower
CORE_LOOT_124,BATTLECRY
CORE_LOOT_125,DIVINE_SHIELD
CORE_LOOT_125,POISONOUS
CORE_LOOT_137,TAUNT
CORE_LOOT_204,SECRET
CORE_LOOT_211,COMBO
CORE_LOOT_231,TRIGGER_VISUAL
CORE_LOOT_413,DEATHRATTLE
CORE_LOOT_516,BATTLECRY
CORE_MAW_000,BATTLECRY
CORE_MAW_002,DISCOVER
CORE_MAW_003,INFUSE
CORE_MAW_004,BATTLECRY
CORE_MAW_005,BATTLECRY
CORE_MAW_006,SECRET
CORE_MAW_008,BATTLECRY
CORE_MAW_009,INFUSE
CORE_MAW_009,TRIGGER_VISUAL
CORE_MAW_010,SECRET
CORE_MAW_011,BATTLECRY
CORE_MAW_011,DISCOVER
CORE_MAW_014,BATTLECRY
CORE_MAW_017,BATTLECRY
CORE_MAW_018,DISCOVER
CORE_MAW_018,SECRET
CORE_MAW_020,RUSH
CORE_MAW_022,DEATHRATTLE
CORE_MAW_022,TAUNT
CORE_MAW_025,CHOOSE_ONE
CORE_MAW_029,BATTLECRY
CORE_MAW_030,BATTLECRY
CORE_MAW_031,AURA
CORE_MAW_031,INFUSE
CORE_MAW_032,AURA
CORE_MAW_033,BATTLECRY
CORE_MAW_033,INFUSE
CORE_MAW_034,BATTLECRY
CORE_NEW1_008,CHOOSE_ONE
CORE_NEW1_010,CHARGE
CORE_NEW1_010,DIVINE_SHIELD
CORE_NEW1_010,TAUNT
CORE_NEW1_010,WINDFURY
CORE_NEW1_018,BATTLECRY
CORE_NEW1_020,TRIGGER_VISUAL
CORE_NEW1_021,TRIGGER_VISUAL
CORE_NEW1_022,TAUNT
CORE_NEW1_023,ELUSIVE
CORE_NEW1_026,TRIGGER_VISUAL
CORE_NEW1_027,AURA
CORE_NX2_028,TRIGGER_VISUAL
CORE_OG_028,TAUNT
CORE_OG_044,AURA
CORE_OG_047,CHOOSE_ONE
CORE_OG_070,COMBO
CORE_OG_109,BATTLECRY
CORE_OG_109,DEATHRATTLE
CORE_OG_149,BATTLECRY
CORE_OG_218,ENRAGED
CORE_OG_218,TAUNT
CORE_OG_229,TRIGGER_VISUAL
CORE_OG_241,DEATHRATTLE
CORE_OG_254,BATTLECRY
CORE_OG_330,DEATHRATTLE
CORE_ONY_024,BATTLECRY
CORE_ONY_024,TAUNT
CORE_REV_000,BATTLECRY
CORE_REV_000,DISCOVER
CORE_REV_002,BATTLECRY
CORE_REV_002,DISCOVER
CORE_REV_006,BATTLECRY
CORE_REV_006,DISCOVER
CORE_REV_011,TRIGGER_VISUAL
CORE_REV_012,DEATHRATTLE
CORE_REV_012,TAUNT
CORE_REV_013,INFUSE
CORE_REV_014,AURA
CORE_REV_014,TAUNT
CORE_REV_015,DEATHRATTLE
CORE_REV_015,RUSH
CORE_REV_016,TRIGGER_VISUAL
CORE_REV_017,BATTLECRY
CORE_REV_017,INFUSE
CORE_REV_019,BATTLECRY
CORE_REV_019,INFUSE
CORE_REV_020,BATTLECRY
CORE_REV_021,AURA
CORE_REV_021,TRIGGER_VISUAL
CORE_REV_022,BATTLECRY
CORE_REV_023,BATTLECRY
CORE_REV_023,TRADEABLE
CORE_REV_238,BATTLECRY
CORE_REV_238,DISCOVER
CORE_REV_239,InvisibleDeathrattle
CORE_REV_244,BATTLECRY
CORE_REV_244,INFUSE
CORE_REV_246,BATTLECRY
CORE_REV_247,BATTLECRY
CORE_REV_249,AFFECTED_BY_SPELL_POWER
CORE_REV_250,TRIGGER_VISUAL
CORE_REV_251,DEATHRATTLE
CORE_REV_252,INFUSE
CORE_REV_253,DISCOVER
CORE_REV_308,BATTLECRY
CORE_REV_310,BATTLECRY
CORE_REV_311,CHOOSE_ONE
CORE_REV_311,DISCOVER
CORE_REV_313,DISCOVER
CORE_REV_314,BATTLECRY
CORE_REV_316,RUSH
CORE_REV_316,TRIGGER_VISUAL
CORE_REV_319,TAUNT
CORE_REV_332,TRIGGER_VISUAL
CORE_REV_336,INFUSE
CORE_REV_338,BATTLECRY
CORE_REV_350,INFUSE
CORE_REV_351,BATTLECRY
CORE_REV_352,INFUSE
CORE_REV_352,RUSH
CORE_REV_353,BATTLECRY
CORE_REV_353,INFUSE
CORE_REV_356,DEATHRATTLE
CORE_REV_360,BATTLECRY
CORE_REV_363,BATTLECRY
CORE_REV_369,ImmuneToSpellpower
CORE_REV_370,BATTLECRY
CORE_REV_373,BATTLECRY
CORE_REV_374,DEATHRATTLE
CORE_REV_375,DEATHRATTLE
CORE_REV_375,RUSH
CORE_REV_377,TRIGGER_VISUAL
CORE_REV_378,BATTLECRY
CORE_REV_509,TRIGGER_VISUAL
CORE_REV_510,BATTLECRY
CORE_REV_510,DEATHRATTLE
CORE_REV_511,BATTLECRY
CORE_REV_513,TRIGGER_VISUAL
CORE_REV_514,BATTLECRY
CORE_REV_515,TRIGGER_VISUAL
CORE_REV_516,SECRET
CORE_REV_517,OVERLOAD
CORE_REV_601,INFUSE
CORE_REV_825,SECRET
CORE_REV_826,BATTLECRY
CORE_REV_826,COMBO
CORE_REV_827,SECRET
CORE_REV_828,SECRET
CORE_REV_829,DEATHRATTLE
CORE_REV_829,STEALTH
CORE_REV_835,BATTLECRY
CORE_REV_835,INFUSE
CORE_REV_837,AURA
CORE_REV_839,TRIGGER_VISUAL
CORE_REV_841,BATTLECRY
CORE_REV_843,INFUSE
CORE_REV_845,DEATHRATTLE
CORE_REV_900,BATTLECRY
CORE_REV_900,TAUNT
CORE_REV_901,BATTLECRY
CORE_REV_901,DISCOVER
CORE_REV_906,BATTLECRY
CORE_REV_906,INFUSE
CORE_REV_906,LIFESTEAL
CORE_REV_916,TRIGGER_VISUAL
CORE_REV_917,TRIGGER_VISUAL
CORE_REV_920,INFUSE
CORE_REV_921,BATTLECRY
CORE_REV_930,ENRAGED
CORE_REV_933,INFUSE
CORE_REV_933,TRIGGER_VISUAL
CORE_REV_934,BATTLECRY
CORE_REV_935,INFUSE
CORE_REV_935,TRIGGER_VISUAL
CORE_REV_936,BATTLECRY
CORE_REV_937,BATTLECRY
CORE_REV_937,DISCOVER
CORE_REV_937,INFUSE
CORE_REV_938,INFUSE
CORE_REV_940,BATTLECRY
CORE_REV_945,BATTLECRY
CORE_REV_945,DISCOVER
CORE_REV_946,BATTLECRY
CORE_REV_947,BATTLECRY
CORE_REV_947,DISCOVER
CORE_REV_947,TAUNT
CORE_REV_948,DISCOVER
CORE_REV_951,BATTLECRY
CORE_REV_952,DEATHRATTLE
CORE_REV_955,DEATHRATTLE
CORE_REV_956,INFUSE
CORE_REV_956,TAUNT
CORE_REV_957,INFUSE
CORE_REV_957,LIFESTEAL
CORE_REV_958,BATTLECRY
CORE_REV_958,INFUSE
CORE_REV_959,BATTLECRY
CORE_REV_960,BATTLECRY
CORE_REV_961,BATTLECRY
CORE_RLK_012,TRIGGER_VISUAL
CORE_RLK_062,BATTLECRY
CORE_RLK_062,TAUNT
CORE_RLK_066,BATTLECRY
CORE_RLK_083,TRIGGER_VISUAL
CORE_RLK_086,DEATHRATTLE
CORE_RLK_116,BATTLECRY
CORE_RLK_121,TRIGGER_VISUAL
CORE_RLK_504,BATTLECRY
CORE_RLK_505,BATTLECRY
CORE_RLK_740,BATTLECRY
CORE_RLK_741,BATTLECRY
CORE_RLK_745,REBORN
CORE_RLK_745,TRIGGER_VISUAL
CORE_RLK_919,BATTLECRY
CORE_SCH_158,DISCOVER
CORE_SCH_160,BATTLECRY
CORE_SCH_312,BATTLECRY
CORE_SCH_706,SECRET
CORE_SCH_713,BATTLECRY
CORE_SW_030,TRIGGER_VISUAL
CORE_SW_066,BATTLECRY
CORE_SW_066,TRADEABLE
CORE_SW_068,DEATHRATTLE
CORE_SW_068,TAUNT
CORE_SW_072,BATTLECRY
CORE_SW_072,TRADEABLE
CORE_SW_080,TRIGGER_VISUAL
CORE_SW_114,AFFECTED_BY_SPELL_POWER
CORE_SW_114,TRADEABLE
CORE_SW_429,TRADEABLE
CORE_SW_431,RUSH
CORE_SW_431,TRIGGER_VISUAL
CORE_SW_439,DEATHRATTLE
CORE_SW_441,TRADEABLE
CORE_SW_442,LIFESTEAL
CORE_TOY_100,DEATHRATTLE
CORE_TOY_100,RUSH
CORE_TOY_101,BATTLECRY
CORE_TOY_102,AURA
CORE_TOY_102,TAUNT
CORE_TOY_103,RUSH
CORE_TOY_103,TRIGGER_VISUAL
CORE_TRL_111,BATTLECRY
CORE_TRL_124,COMBO
CORE_TRL_252,LIFESTEAL
CORE_TRL_252,TAUNT
CORE_TRL_252,InvisibleDeathrattle
CORE_TRL_315,TRIGGER_VISUAL
CORE_TRL_339,DISCOVER
CORE_TRL_345,BATTLECRY
CORE_TRL_348,BATTLECRY
CORE_TRL_348,RUSH
CORE_TSC_217,OUTCAST
CORE_TSC_650,CHOOSE_ONE
CORE_TSC_827,TRIGGER_VISUAL
CORE_tt_004,TRIGGER_VISUAL
CORE_ULD_177,DEATHRATTLE
CORE_ULD_178,BATTLECRY
CORE_ULD_191,BATTLECRY
CORE_ULD_195,BATTLECRY
CORE_ULD_195,DISCOVER
CORE_ULD_195,TAUNT
CORE_ULD_209,BATTLECRY
CORE_ULD_209,DISCOVER
CORE_ULD_258,TAUNT
CORE_ULD_258,TRIGGER_VISUAL
CORE_ULD_271,BATTLECRY
CORE_ULD_271,TAUNT
CORE_ULD_723,REBORN
Core_UNG_019,ELUSIVE
CORE_UNG_020,BATTLECRY
CORE_UNG_034,AURA
Core_UNG_072,BATTLECRY
Core_UNG_072,DISCOVER
Core_UNG_072,TAUNT
CORE_UNG_084,BATTLECRY
CORE_UNG_205,BATTLECRY
Core_UNG_211,BATTLECRY
CORE_UNG_800,BATTLECRY
CORE_UNG_809,BATTLECRY
CORE_UNG_813,WINDFURY
CORE_UNG_817,LIFESTEAL
CORE_UNG_833,BATTLECRY
CORE_UNG_833,TAUNT
CORE_UNG_844,CANT_ATTACK
CORE_UNG_848,BATTLECRY
CORE_UNG_848,TAUNT
CORE_UNG_912,BATTLECRY
CORE_UNG_928,TAUNT
CORE_UNG_941,DISCOVER
CORE_UNG_963,TRIGGER_VISUAL
CORE_VAN_EX1_561,BATTLECRY
CORE_VAN_EX1_572,TRIGGER_VISUAL
CORE_WC_042,TRIGGER_VISUAL
CORE_WC_701,DEATHRATTLE
CORE_WC_701,RUSH
CORE_WON_065,TRIGGER_VISUAL
CORE_WON_096,BATTLECRY
CORE_WON_096,DISCOVER
CORE_WON_141,BATTLECRY
CORE_WON_142,BATTLECRY
CORE_WON_350,DISCOVER
CORE_YOD_006,STEALTH
CORE_YOD_006,TRIGGER_VISUAL
CORE_YOD_026,DEATHRATTLE
CORE_YOP_001,DISCOVER
CORE_YOP_032,BATTLECRY
CORE_YOP_034,TRIGGER_VISUAL
CS1_042,TAUNT
CS1_069,TAUNT
CS2_024,FREEZE
CS2_026,FREEZE
CS2_028,FREEZE
CS2_031,FREEZE
CS2_033,FREEZE
CS2_037,FREEZE
CS2_042,BATTLECRY
CS2_059,STEALTH
CS2_059,TRIGGER_VISUAL
CS2_064,BATTLECRY
CS2_065,TAUNT
CS2_073,COMBO
CS2_088,BATTLECRY
CS2_088,TAUNT
CS2_097,TRIGGER_VISUAL
CS2_117,BATTLECRY
CS2_121,TAUNT
CS2_122,AURA
CS2_124,CHARGE
CS2_125,TAUNT
CS2_127,TAUNT
CS2_131,CHARGE
CS2_141,BATTLECRY
CS2_142,SPELLPOWER
CS2_147,BATTLECRY
CS2_150,BATTLECRY
CS2_151,BATTLECRY
CS2_155,SPELLPOWER
CS2_161,STEALTH
CS2_162,TAUNT
CS2_169,WINDFURY
CS2_171,CHARGE
CS2_173,CHARGE
CS2_179,TAUNT
CS2_181,BATTLECRY
CS2_187,TAUNT
CS2_188,BATTLECRY
CS2_189,BATTLECRY
CS2_196,BATTLECRY
CS2_197,SPELLPOWER
CS2_203,BATTLECRY
CS2_213,CHARGE
CS2_221,ENRAGED
CS2_222,AURA
CS2_226,BATTLECRY
CS2_227,AURA
CS2_232,TAUNT
CS2_233,AFFECTED_BY_SPELL_POWER
CS2_235,TRIGGER_VISUAL
CS2_237,TRIGGER_VISUAL
CS3_001,DEATHRATTLE
CS3_001,SPELLPOWER
CS3_003,BATTLECRY
CS3_003,DEATHRATTLE
CS3_005,COMBO
CS3_007,OVERLOAD
CS3_007,SPELLPOWER
CS3_008,BATTLECRY
CS3_012,BATTLECRY
CS3_013,DEATHRATTLE
CS3_014,OVERHEAL
CS3_015,BATTLECRY
CS3_015,DISCOVER
CS3_016,SECRET
CS3_017,OUTCAST
CS3_019,CHARGE
CS3_019,LIFESTEAL
CS3_019,TRIGGER_VISUAL
CS3_020,RUSH
CS3_020,TRIGGER_VISUAL
CS3_021,TAUNT
CS3_022,BATTLECRY
CS3_024,DEATHRATTLE
CS3_024,DIVINE_SHIELD
CS3_024,TAUNT
CS3_025,RUSH
CS3_025,TRIGGER_VISUAL
CS3_028,DISCOVER
CS3_030,RUSH
CS3_031,BATTLECRY
CS3_032,TRIGGER_VISUAL
CS3_033,BATTLECRY
CS3_034,BATTLECRY
CS3_035,START_OF_GAME_KEYWORD
CS3_036,BATTLECRY
CS3_037,RUSH
CS3_038,RUSH
DAL_030,BATTLECRY
DAL_039,DEATHRATTLE
DAL_039,TAUNT
DAL_040,DEATHRATTLE
DAL_047,LIFESTEAL
DAL_047,RUSH
DAL_047,WINDFURY
DAL_049,TRIGGER_VISUAL
DAL_052,BATTLECRY
DAL_058,BATTLECRY
DAL_058,TAUNT
DAL_060,BATTLECRY
DAL_063,TRIGGER_VISUAL
DAL_064,BATTLECRY
DAL_070,BATTLECRY
DAL_077,BATTLECRY
DAL_078,BATTLECRY
DAL_078,DIVINE_SHIELD
DAL_081,BATTLECRY
DAL_085,DIVINE_SHIELD
DAL_086,BATTLECRY
DAL_087,BATTLECRY
DAL_088,DEATHRATTLE
DAL_088,TAUNT
DAL_089,BATTLECRY
DAL_090,STEALTH
DAL_095,BATTLECRY
DAL_096,SPELLPOWER
DAL_096,TAUNT
DAL_141,TWINSPELL
DAL_146,DEATHRATTLE
DAL_147,BATTLECRY
DAL_163,BATTLECRY
DAL_163,DISCOVER
DAL_177,TWINSPELL
DAL_182,TRIGGER_VISUAL
DAL_185,TAUNT
DAL_256,TWINSPELL
DAL_350,CHOOSE_ONE
DAL_351,TWINSPELL
DAL_352,DISCOVER
DAL_354,DEATHRATTLE
DAL_355,TRIGGER_VISUAL
DAL_357,DEATHRATTLE
DAL_357,TAUNT
DAL_371,DISCOVER
DAL_372,TRIGGER_VISUAL
DAL_373,TWINSPELL
DAL_376,DEATHRATTLE
DAL_377,DISCOVER
DAL_378,TWINSPELL
DAL_379,BATTLECRY
DAL_400,BATTLECRY
DAL_413,DEATHRATTLE
DAL_415,COMBO
DAL_416,BATTLECRY
DAL_416,DISCOVER
DAL_417,BATTLECRY
DAL_417,MULTIPLY_BUFF_VALUE
DAL_422,BATTLECRY
DAL_422,TAUNT
DAL_431,BATTLECRY
DAL_433,BATTLECRY
DAL_433,OVERLOAD
DAL_538,BATTLECRY
DAL_539,BATTLECRY
DAL_544,BATTLECRY
DAL_546,BATTLECRY
DAL_548,TRIGGER_VISUAL
DAL_550,TRIGGER_VISUAL
DAL_551,TAUNT
DAL_553,TRIGGER_VISUAL
DAL_554,BATTLECRY
DAL_558,TRIGGER_VISUAL
DAL_560,BATTLECRY
DAL_560,TAUNT
DAL_563,DEATHRATTLE
DAL_565,BATTLECRY
DAL_566,DEATHRATTLE
DAL_568,TWINSPELL
DAL_570,SECRET
DAL_571,BATTLECRY
DAL_573,AURA
DAL_573,TRIGGER_VISUAL
DAL_575,TRIGGER_VISUAL
DAL_576,AURA
DAL_576,SPELLPOWER
DAL_577,TWINSPELL
DAL_578,DISCOVER
